id,status,time,card_type,city,amount,fees,discount,balance_before,is_weekend
4814,success,2024-11-28 06:53:00,debit,Shiraz,1589534,5203,7262,2574421,0
4815,failed,2024-08-04 00:51:00,nano,Sanandaj,3675446,6393,2915,6085530,0
4816,failed,2024-05-15 09:59:00,gift,Yazd,3466836,3225,1281,6538361,0
4817,success,2024-07-15 10:25:00,credit,Shiraz,2288058,1356,22735,7492832,0
4818,success,2024-07-27 05:11:00,debit,Ahvaz,191835,3210,15955,2307531,0
4819,reversed,2024-06-10 02:05:00,micro,Tehran,2956286,4423,15563,6826779,0
4820,processing,2024-03-04 16:26:00,visa,Rasht,3231929,4612,2466,3788216,0
4821,success,2024-06-11 18:53:00,visa,Sanandaj,1478260,6295,8168,4654806,0
4822,failed,2024-12-14 10:22:00,virtual,Isfahan,3151596,3835,8692,9559252,1
4823,pending,2024-05-13 15:49:00,shaparak,Tehran,662226,2145,24188,5840136,0
4824,success,2024-09-23 17:27:00,debit,Hamadan,403543,4985,22002,1349437,1
4825,processing,2024-12-20 08:44:00,shaparak,Mashhad,4176690,1889,6264,8223800,1
4826,reversed,2024-05-14 02:40:00,mastercard,Bandar Abbas,267837,2060,25856,5181607,0
4827,processing,2024-12-03 03:12:00,visa,Qom,1287493,2955,18085,6658313,0
4828,pending,2024-02-23 12:54:00,nano,Karaj,1129364,1184,73,1692302,0
4829,failed,2024-02-04 18:05:00,gift,Karaj,3522502,1266,22779,7204153,1
4830,reversed,2024-09-30 08:21:00,shaparak,Qazvin,4551875,6518,29973,10664367,1
4831,pending,2024-07-22 12:27:00,mastercard,Sanandaj,1569013,3331,14051,5990111,1
4832,success,2024-07-20 03:11:00,gift,Kerman,3894235,141,29947,4302737,0
4833,reversed,2024-09-02 19:21:00,prepaid,Urmia,1197401,6006,29033,5432392,1
4834,pending,2024-05-23 09:38:00,debit,Shiraz,3143534,5815,8828,5557226,0
4835,processing,2024-04-20 12:22:00,shaparak,Sanandaj,4230571,6216,5164,10786308,1
4836,processing,2024-12-19 03:31:00,debit,Ahvaz,603250,3036,21739,4002091,0
4837,reversed,2024-09-30 06:29:00,virtual,Bandar Abbas,2393800,666,8822,2847036,1
4838,pending,2024-09-22 17:03:00,gift,Bandar Abbas,1206434,5219,1115,7017648,0
4839,pending,2024-11-06 16:49:00,mastercard,Bandar Abbas,2065945,2523,2466,5635281,0
4840,processing,2024-10-15 12:05:00,nano,Kermanshah,3530341,950,25305,6007471,1
4841,success,2024-02-20 12:37:00,visa,Karaj,2481887,5782,14173,3215775,0
4842,failed,2024-03-11 05:27:00,debit,Karaj,2198016,4507,19428,3377037,0
4843,success,2024-09-18 19:46:00,micro,Shiraz,559625,2842,711,2924505,0
4844,processing,2024-03-30 03:20:00,visa,Urmia,3309602,4405,26829,10149065,1
4845,failed,2024-11-12 20:07:00,mastercard,Karaj,1154269,6614,27004,6225512,0
4846,reversed,2024-07-15 15:11:00,nano,Yazd,4142605,3400,2485,9685956,0
4847,failed,2024-07-30 13:17:00,virtual,Shiraz,246475,105,13339,5087687,0
4848,processing,2024-02-06 16:07:00,nano,Kerman,574713,6062,23989,634079,1
4849,failed,2024-06-02 15:13:00,gift,Tabriz,256527,3157,5634,3374203,0
4850,failed,2024-11-05 20:53:00,visa,Kashan,2575667,1600,10487,5445284,0
4851,pending,2024-09-11 04:47:00,prepaid,Qom,669425,378,7724,5423548,1
4852,reversed,2024-08-22 15:03:00,virtual,Tehran,4343560,1608,15085,7277028,1
4853,pending,2024-02-07 16:24:00,credit,Ahvaz,4453397,3373,29455,11438434,1
4854,processing,2024-08-06 02:13:00,virtual,Isfahan,645317,6983,10127,3840608,1
4855,failed,2024-05-18 01:09:00,virtual,Karaj,4151859,426,26001,4999648,1
4856,pending,2024-08-11 11:11:00,credit,Hamadan,4548539,1016,19069,7586147,0
4857,success,2024-01-15 23:09:00,mastercard,Hamadan,3217077,5188,19579,6892814,0
4858,processing,2024-05-01 01:09:00,mastercard,Bandar Abbas,2545148,600,10243,2604726,0
4859,pending,2024-08-05 20:19:00,gift,Kermanshah,3657388,6137,5485,9057486,0
4860,pending,2024-02-01 12:21:00,nano,Qazvin,4152342,4199,15165,8523123,0
4861,pending,2024-05-17 11:54:00,shaparak,Ahvaz,696500,1961,16172,6516549,0
4862,reversed,2024-03-27 05:48:00,gift,Kermanshah,2109854,5179,2278,8292068,1
4863,pending,2024-07-20 03:34:00,shaparak,Kashan,2102210,205,14714,3148769,0
4864,success,2024-10-29 07:24:00,micro,Kerman,1289571,1392,7247,6454425,0
4865,failed,2024-09-25 03:20:00,gift,Kashan,4042480,5099,4860,8564574,1
4866,success,2024-11-15 11:27:00,gift,Kerman,526757,5289,25055,1000615,1
4867,reversed,2024-01-24 14:31:00,debit,Shiraz,3444985,975,602,4576280,1
4868,processing,2024-05-28 12:45:00,debit,Mashhad,634082,987,1128,2123137,0
4869,processing,2024-02-19 17:48:00,mastercard,Isfahan,4642215,3494,28208,6806049,0
4870,success,2024-01-26 17:07:00,visa,Qom,4729449,2767,4919,5074769,0
4871,pending,2024-02-14 22:55:00,shaparak,Kerman,2750450,3110,28032,9226190,0
4872,failed,2024-11-01 12:40:00,micro,Tehran,1282091,1568,12614,6992369,0
4873,pending,2024-07-28 14:35:00,debit,Hamadan,4514741,5183,10847,8977913,1
4874,processing,2024-04-29 01:48:00,mastercard,Rasht,4567531,1264,24885,7482425,1
4875,reversed,2024-05-28 20:33:00,visa,Tabriz,2136691,5515,6874,8547958,0
4876,processing,2024-12-12 22:46:00,debit,Urmia,2300279,2522,18882,4396273,0
4877,failed,2024-12-28 12:47:00,nano,Qazvin,1621800,3641,14037,4830169,1
4878,success,2024-10-17 12:23:00,gift,Shiraz,4376905,1802,27843,10052089,0
4879,failed,2024-12-24 06:18:00,micro,Kerman,3589308,6281,5227,5916529,1
4880,pending,2024-02-02 00:31:00,credit,Tehran,2679414,3257,27677,8560241,1
4881,processing,2024-05-28 00:11:00,shaparak,Bandar Abbas,958706,5905,8767,3682165,1
4882,failed,2024-01-26 10:34:00,mastercard,Qom,1528133,1720,29476,2781374,0
4883,processing,2024-06-30 21:29:00,visa,Tehran,1033750,281,6376,4335657,0
4884,reversed,2024-06-07 13:03:00,micro,Qazvin,2960049,3296,28345,4948338,1
4885,processing,2024-07-06 02:09:00,virtual,Arak,924400,5263,18924,5938602,1
4886,failed,2024-02-16 17:47:00,mastercard,Tabriz,4784897,5741,20594,7896254,0
4887,processing,2024-09-20 09:20:00,visa,Ahvaz,829604,3774,2159,7644732,0
4888,failed,2024-01-15 19:59:00,virtual,Qom,2982501,677,15838,8384733,1
4889,pending,2024-11-27 01:20:00,mastercard,Bandar Abbas,4698260,1414,8267,9112376,1
4890,pending,2024-10-17 18:54:00,visa,Bandar Abbas,3375316,817,13013,10179938,0
4891,reversed,2024-02-27 10:08:00,gift,Sanandaj,2822001,2993,5711,8448317,0
4892,failed,2024-03-26 18:00:00,virtual,Shiraz,3048757,1114,6744,7316582,1
4893,success,2024-10-21 17:25:00,visa,Kermanshah,2079077,649,16796,2370946,1
4894,pending,2024-12-25 19:07:00,credit,Ahvaz,1961466,877,17852,5533597,1
4895,failed,2024-12-12 10:53:00,micro,Isfahan,2537839,1016,1808,6288356,1
4896,pending,2024-09-22 13:53:00,visa,Rasht,2483589,2351,12813,7465919,0
4897,pending,2024-07-17 09:30:00,gift,Qazvin,4318091,3242,8710,8731153,0
4898,failed,2024-11-27 06:57:00,credit,Bandar Abbas,513824,984,16058,535809,0
4899,pending,2024-05-28 05:55:00,credit,Karaj,4940653,3224,16962,7934496,1
4900,success,2024-04-04 15:49:00,nano,Mashhad,558152,4260,24049,1875191,1
4901,success,2024-04-11 08:03:00,prepaid,Yazd,2956937,1759,11324,6072379,0
4902,reversed,2024-09-28 01:36:00,shaparak,Karaj,1073923,62,24162,6754236,0
4903,processing,2024-03-23 22:49:00,mastercard,Arak,1557156,3073,577,7143023,1
4904,failed,2024-08-16 07:13:00,micro,Tehran,335452,6545,17700,1705778,0
4905,failed,2024-01-28 20:55:00,mastercard,Ahvaz,4821956,519,13016,7196881,0
4906,reversed,2024-07-29 01:12:00,virtual,Tehran,3127851,6682,22039,9658825,1
4907,pending,2024-09-26 13:13:00,credit,Ahvaz,347730,1311,27142,2305791,1
4908,processing,2024-11-16 14:03:00,mastercard,Tabriz,571443,6566,23508,3958911,0
4909,failed,2024-01-18 19:54:00,virtual,Shiraz,3538939,6905,4072,5547626,1
4910,pending,2024-06-06 19:47:00,virtual,Qom,1731995,619,13667,6258528,1
4911,processing,2024-03-20 20:40:00,shaparak,Karaj,427052,2860,21824,5826040,0
4912,processing,2024-02-09 15:36:00,micro,Urmia,335005,2577,2497,1354706,1
4913,reversed,2024-10-21 16:42:00,visa,Hamadan,275448,2838,14236,3350897,0
4914,reversed,2024-04-02 07:47:00,debit,Arak,3536022,2982,26314,3884569,0
4915,success,2024-01-24 01:54:00,credit,Shiraz,4361652,3031,8508,8159052,0
4916,processing,2024-09-23 10:17:00,mastercard,Kashan,1522237,2668,20613,1872006,0
4917,processing,2024-03-10 20:18:00,mastercard,Mashhad,1411825,6274,4367,2814520,1
4918,success,2024-02-07 05:04:00,micro,Bandar Abbas,4187386,6191,26517,7180352,0
4919,processing,2024-08-17 07:00:00,debit,Rasht,4587517,76,21353,10349755,0
4920,success,2024-09-30 01:52:00,credit,Isfahan,1591410,3410,722,4560153,1
4921,failed,2024-08-17 09:45:00,nano,Kermanshah,4706250,3041,24312,5603206,0
4922,reversed,2024-02-23 16:22:00,virtual,Shiraz,3598335,4851,9071,4617474,0
4923,pending,2024-09-29 15:28:00,nano,Qazvin,1965952,1886,7909,5893464,0
4924,reversed,2024-06-02 09:49:00,credit,Tabriz,1573263,2513,17336,4232921,0
4925,pending,2024-08-08 22:33:00,prepaid,Arak,926923,2547,25240,2719025,1
4926,processing,2024-08-30 08:31:00,prepaid,Mashhad,3684529,204,658,5763740,1
4927,processing,2024-09-20 12:24:00,mastercard,Shiraz,3729163,224,26092,4191550,0
4928,reversed,2024-11-16 10:59:00,prepaid,Kermanshah,1605286,1001,9602,6631688,1
4929,pending,2024-09-12 14:53:00,visa,Kashan,4916905,424,24236,9624426,1
4930,failed,2024-12-07 20:40:00,micro,Isfahan,3540392,2963,8277,6153856,0
4931,success,2024-08-02 22:13:00,mastercard,Shiraz,1616817,1236,10935,2743488,1
4932,reversed,2024-02-25 03:40:00,nano,Shiraz,604500,3629,29148,5438381,0
4933,pending,2024-03-15 10:11:00,shaparak,Hamadan,3303937,3006,7684,6704730,0
4934,failed,2024-09-07 22:50:00,debit,Arak,2626319,4056,19594,5601903,1
4935,reversed,2024-06-05 08:42:00,shaparak,Yazd,2744282,6653,15853,6808170,1
4936,processing,2024-02-03 18:38:00,mastercard,Tabriz,1486961,234,12196,7759938,0
4937,success,2024-06-22 17:33:00,debit,Tehran,4439052,4275,19806,10524162,1
4938,pending,2024-01-20 16:35:00,debit,Qazvin,2434863,3674,6618,4268530,0
4939,processing,2024-04-09 00:18:00,debit,Arak,326350,4137,19836,3550711,0
4940,pending,2024-10-17 11:59:00,virtual,Isfahan,4450018,932,15397,5525581,0
4941,pending,2024-04-29 13:30:00,visa,Shiraz,1040862,6525,13937,2545810,0
4942,pending,2024-03-20 05:34:00,mastercard,Urmia,2919591,2912,2518,8919044,0
4943,reversed,2024-10-12 16:19:00,credit,Hamadan,4958019,5151,28951,5794951,1
4944,success,2024-08-09 23:00:00,visa,Qazvin,2980674,1624,11732,6858113,1
4945,pending,2024-03-03 19:11:00,micro,Isfahan,647132,3394,22611,3045266,0
4946,reversed,2024-11-01 15:46:00,prepaid,Mashhad,2147305,2376,20771,8769074,0
4947,failed,2024-03-11 23:24:00,gift,Arak,4454130,5340,27354,7967143,0
4948,processing,2024-07-17 20:00:00,nano,Rasht,2121120,5377,17926,5710439,1
4949,reversed,2024-06-29 19:24:00,shaparak,Shiraz,3169762,4883,121,8173118,0
4950,pending,2024-10-31 04:39:00,prepaid,Ahvaz,1083007,772,26349,2255281,0
4951,failed,2024-03-06 23:32:00,nano,Bandar Abbas,4457241,1733,23434,9775351,1
4952,pending,2024-08-17 05:10:00,micro,Kashan,397113,3153,604,6282264,1
4953,failed,2024-09-16 21:04:00,mastercard,Tehran,1306345,2471,8172,2447723,0
4954,failed,2024-12-06 18:18:00,virtual,Bandar Abbas,826895,6044,14092,6336148,0
4955,pending,2024-05-28 14:20:00,virtual,Tehran,437917,3507,12551,3688133,1
4956,pending,2024-09-16 00:19:00,gift,Mashhad,4339095,1472,1439,4871997,0
4957,success,2024-06-05 12:04:00,debit,Mashhad,3723397,3892,29245,4843687,0
4958,success,2024-09-10 03:58:00,virtual,Qom,16539,2856,3931,775965,0
4959,pending,2024-09-15 23:17:00,gift,Shiraz,2024215,136,17775,3824567,1
4960,pending,2024-11-20 15:51:00,gift,Sanandaj,539166,3785,20951,1286409,1
4961,failed,2024-09-18 19:06:00,micro,Isfahan,2393669,859,1296,4873500,1
4962,success,2024-05-03 23:42:00,credit,Urmia,4120629,1356,18266,8589777,1
4963,processing,2024-05-24 11:17:00,prepaid,Tabriz,748219,1418,27555,1820543,1
4964,processing,2024-04-13 01:01:00,virtual,Tehran,4889336,3386,6899,11798603,0
4965,pending,2024-03-06 12:36:00,credit,Ahvaz,4201973,939,20431,10227046,0
4966,success,2024-06-29 22:44:00,prepaid,Karaj,4331558,6303,20221,5298361,0
4967,pending,2024-04-24 01:03:00,credit,Qom,1613727,5486,20902,3831112,1
4968,pending,2024-12-27 18:03:00,debit,Qom,1976685,6354,17703,2662558,1
4969,failed,2024-03-22 05:42:00,nano,Urmia,1662128,4363,26675,7705871,1
4970,pending,2024-09-05 14:32:00,nano,Mashhad,2478796,3507,8569,2603903,0
4971,success,2024-09-24 10:11:00,visa,Kermanshah,2739679,2197,8150,5715049,0
4972,pending,2024-07-20 20:58:00,nano,Kashan,4672873,6013,6639,5939259,0
4973,failed,2024-08-22 22:47:00,debit,Sanandaj,2803693,2533,1837,3319364,1
4974,success,2024-11-12 03:12:00,prepaid,Kermanshah,4104974,5075,27311,7014477,0
4975,reversed,2024-07-07 06:57:00,nano,Kermanshah,4964154,4513,21719,10936457,0
4976,processing,2024-11-16 10:08:00,mastercard,Hamadan,3593857,657,3869,8904265,0
4977,success,2024-12-03 17:16:00,mastercard,Qom,2834540,1525,26659,7701614,1
4978,success,2024-11-23 21:20:00,mastercard,Arak,1749857,3161,3379,6275647,0
4979,success,2024-02-05 19:53:00,nano,Karaj,1555353,4287,23980,5485967,0
4980,failed,2024-11-01 16:07:00,micro,Qazvin,2996202,3506,11801,6778161,1
4981,failed,2024-07-06 06:01:00,micro,Kermanshah,784716,5725,27821,5372574,1
4982,failed,2024-10-19 23:59:00,debit,Kerman,2120626,2417,18890,5316994,1
4983,reversed,2024-04-10 16:45:00,gift,Tehran,3201186,690,9066,3516502,1
4984,failed,2024-06-28 15:04:00,gift,Kerman,186863,1422,27895,1443138,1
4985,pending,2024-05-09 20:38:00,shaparak,Kermanshah,2960890,253,27499,9901896,1
4986,failed,2024-02-22 09:13:00,nano,Urmia,4964932,6611,17636,11821626,0
4987,failed,2024-05-08 23:38:00,micro,Mashhad,745871,3741,26398,6145246,0
4988,processing,2024-09-15 13:48:00,mastercard,Bandar Abbas,3480674,5641,22076,5477024,1
4989,success,2024-11-02 05:27:00,nano,Mashhad,1111574,5702,22630,3471832,1
4990,failed,2024-07-27 05:17:00,nano,Karaj,3524825,5186,2439,10401997,1
4991,reversed,2024-03-21 14:28:00,visa,Shiraz,3787426,3146,6016,9226897,0
4992,reversed,2024-08-25 12:21:00,debit,Kermanshah,74867,1713,13918,6134771,0
4993,reversed,2024-07-15 11:00:00,shaparak,Isfahan,302275,1012,15526,6111227,0
4994,reversed,2024-10-16 07:32:00,virtual,Qazvin,2374718,251,23568,9045211,0
4995,pending,2024-02-24 02:22:00,nano,Qazvin,3235230,540,8168,6624337,1
4996,reversed,2024-11-26 19:59:00,micro,Urmia,4722779,4169,1244,7482323,1
4997,failed,2024-09-30 23:26:00,gift,Kashan,3178837,867,4988,9128653,0
4998,failed,2024-12-25 03:03:00,virtual,Sanandaj,961072,4452,6196,3650271,1
4999,processing,2024-06-15 08:03:00,mastercard,Yazd,3798250,4369,2550,5260354,0
5000,failed,2024-07-07 22:33:00,micro,Bandar Abbas,1815939,5155,19715,4410137,0
5001,success,2024-06-03 16:08:00,shaparak,Arak,64283,4998,24371,309926,1
5002,failed,2024-05-04 20:58:00,mastercard,Arak,489761,3229,19406,1086197,0
5003,failed,2024-02-28 17:35:00,debit,Ahvaz,249390,262,7833,5627859,1
5004,pending,2024-04-04 02:10:00,nano,Qazvin,4101647,4378,3048,4591677,1
5005,success,2024-12-28 22:40:00,debit,Karaj,291130,1274,20339,2656593,0
5006,failed,2024-03-28 17:53:00,gift,Rasht,1047960,3855,13213,4928898,1
5007,pending,2024-10-19 23:46:00,mastercard,Kerman,1525761,5481,23541,5944872,0
5008,success,2024-02-20 18:45:00,mastercard,Qazvin,1528258,6641,15234,4064674,1
5009,processing,2024-12-17 05:34:00,credit,Bandar Abbas,2685087,6662,15308,9325108,1
5010,success,2024-03-06 03:36:00,shaparak,Qom,155732,6040,26721,7054311,1
5011,reversed,2024-03-16 02:53:00,gift,Qazvin,3901914,1683,20720,8028549,0
5012,failed,2024-02-27 22:22:00,virtual,Isfahan,2398787,2594,15495,6085498,1
5013,pending,2024-01-18 20:45:00,virtual,Qom,4191706,324,197,5554800,1
5014,reversed,2024-07-24 02:37:00,gift,Shiraz,1877220,2067,13898,2064621,1
5015,processing,2024-02-09 02:15:00,nano,Tehran,4441036,6298,682,9947053,0
5016,processing,2024-09-24 22:11:00,prepaid,Urmia,1740575,4554,26412,3083914,0
5017,failed,2024-05-17 06:45:00,visa,Mashhad,4002955,6567,24137,10957123,0
5018,processing,2024-12-14 13:54:00,virtual,Tabriz,2975219,5937,4768,9312687,0
5019,pending,2024-10-02 17:09:00,credit,Urmia,4481886,2938,3616,9674156,0
5020,success,2024-09-21 07:05:00,mastercard,Karaj,2953136,3189,24720,8833662,0
5021,pending,2024-08-16 02:55:00,nano,Qom,4528680,5586,15726,8405294,1
5022,processing,2024-08-04 17:37:00,shaparak,Hamadan,4917348,4232,67,10407633,1
5023,reversed,2024-03-11 09:00:00,visa,Urmia,3448735,5956,3034,4146985,0
5024,reversed,2024-02-27 02:49:00,shaparak,Tabriz,4053285,4099,11716,7996091,0
5025,reversed,2024-12-12 13:57:00,prepaid,Tehran,324179,6893,6788,3074365,1
5026,processing,2024-11-02 23:20:00,nano,Arak,4504177,4382,20618,5267853,1
5027,failed,2024-05-25 08:45:00,gift,Mashhad,3417304,5496,989,7275563,0
5028,reversed,2024-09-22 23:05:00,mastercard,Karaj,1982557,3237,16281,4475788,0
5029,pending,2024-03-29 13:37:00,shaparak,Bandar Abbas,2296801,3252,7655,4411629,1
5030,processing,2024-01-16 19:29:00,debit,Tabriz,1827634,6556,28285,7474657,1
5031,failed,2024-01-06 01:26:00,credit,Qom,2352442,3778,13619,5953430,1
5032,reversed,2024-11-24 15:49:00,visa,Hamadan,1380674,2408,20107,6854481,0
5033,processing,2024-04-05 13:05:00,credit,Kashan,913256,5736,18512,6706247,1
5034,processing,2024-06-13 13:40:00,prepaid,Sanandaj,2035992,2224,24299,8632064,1
5035,success,2024-04-08 00:00:00,debit,Mashhad,1077384,5919,7311,3482789,0
5036,processing,2024-05-01 19:27:00,prepaid,Qazvin,894015,5930,28779,5309253,0
5037,success,2024-01-09 07:04:00,mastercard,Kerman,4594950,2962,6862,5654799,0
5038,success,2024-04-17 17:43:00,credit,Hamadan,2430556,593,3911,9188401,0
5039,pending,2024-03-03 23:53:00,virtual,Sanandaj,1179337,2016,19592,7050595,1
5040,failed,2024-09-17 11:26:00,visa,Tehran,2956365,5144,28783,7173711,0
5041,pending,2024-08-24 03:54:00,debit,Kerman,1755813,857,22101,4742526,0
5042,reversed,2024-06-13 13:01:00,credit,Isfahan,1960890,6436,8238,4852675,1
5043,reversed,2024-11-09 03:28:00,nano,Kermanshah,934321,3317,4296,7424945,0
5044,success,2024-08-24 17:59:00,shaparak,Sanandaj,350409,2127,29735,5665527,1
5045,failed,2024-01-26 12:48:00,gift,Karaj,4321088,4245,29805,6921886,1
5046,pending,2024-01-01 20:15:00,shaparak,Bandar Abbas,4923413,527,11679,11226105,0
5047,reversed,2024-08-04 02:40:00,nano,Urmia,198419,67,11003,1941722,1
5048,pending,2024-04-02 15:25:00,gift,Kashan,3414520,805,25226,6083391,1
5049,success,2024-03-17 15:01:00,gift,Tabriz,2875849,4986,16580,4033367,1
5050,pending,2024-09-26 02:09:00,shaparak,Hamadan,2242535,2218,7618,6760602,1
5051,pending,2024-04-08 10:58:00,credit,Shiraz,768293,1364,11429,4478061,0
5052,processing,2024-12-14 02:15:00,nano,Kerman,1564426,4812,26973,7736199,1
5053,success,2024-04-25 09:46:00,shaparak,Kermanshah,3293562,3066,10574,10066972,1
5054,failed,2024-12-09 15:40:00,nano,Tabriz,54763,6170,13028,445345,0
5055,pending,2024-05-17 03:34:00,visa,Bandar Abbas,3607731,629,11990,3632328,0
5056,reversed,2024-07-06 02:21:00,shaparak,Shiraz,2696644,6167,21293,7838701,0
5057,processing,2024-11-28 17:41:00,visa,Mashhad,1431822,2136,9285,7694237,1
5058,success,2024-03-25 06:14:00,nano,Kermanshah,1820676,2681,19039,3121833,1
5059,pending,2024-01-17 22:20:00,shaparak,Isfahan,4149424,5837,29531,5394442,1
5060,processing,2024-06-08 21:12:00,prepaid,Kerman,1005006,1399,5508,4590041,1
5061,failed,2024-03-17 15:16:00,nano,Tehran,1299604,692,3388,8176488,1
5062,success,2024-05-19 00:50:00,credit,Isfahan,420738,3741,3064,1429583,0
5063,reversed,2024-01-31 23:13:00,nano,Rasht,92605,4658,20167,1032235,0
5064,reversed,2024-03-01 03:23:00,gift,Qazvin,382913,4050,8213,3731965,1
5065,pending,2024-05-25 14:32:00,virtual,Isfahan,1692135,5520,24925,2575620,0
5066,processing,2024-03-18 18:07:00,debit,Hamadan,449116,1131,12159,5353462,1
5067,success,2024-03-31 08:42:00,debit,Arak,3994083,4848,6986,7286812,0
5068,reversed,2024-10-20 19:05:00,debit,Mashhad,4229133,278,18920,6359360,1
5069,success,2024-01-26 18:43:00,micro,Shiraz,19317,6242,16552,2451723,1
5070,reversed,2024-03-14 22:27:00,virtual,Kerman,2265606,2881,22123,6266583,1
5071,pending,2024-11-14 11:16:00,nano,Isfahan,4671390,6884,9077,10634704,1
5072,pending,2024-03-26 09:10:00,shaparak,Tabriz,1673663,6015,22173,8042331,1
5073,reversed,2024-06-23 19:28:00,prepaid,Kashan,3524788,1856,12808,4122007,0
5074,pending,2024-09-28 23:37:00,nano,Bandar Abbas,345587,2831,19896,545024,1
5075,pending,2024-08-27 22:43:00,gift,Kermanshah,3192691,1688,2795,8598368,1
5076,processing,2024-06-10 05:13:00,shaparak,Qazvin,4178998,3206,4328,4353998,0
5077,pending,2024-10-26 06:46:00,gift,Tabriz,534612,4568,22554,1252774,0
5078,reversed,2024-02-15 22:31:00,shaparak,Kermanshah,4613616,388,18118,7228989,1
5079,processing,2024-06-05 02:04:00,nano,Bandar Abbas,414195,3711,168,478222,1
5080,reversed,2024-03-28 23:37:00,prepaid,Karaj,320847,282,7098,1341672,0
5081,processing,2024-09-03 21:24:00,virtual,Sanandaj,1135116,1164,6951,6729234,0
5082,reversed,2024-09-24 02:00:00,visa,Kermanshah,1754145,4170,28347,8165430,1
5083,processing,2024-11-18 20:25:00,visa,Hamadan,4896230,329,2372,11732971,1
5084,reversed,2024-09-15 11:03:00,prepaid,Rasht,2411417,1907,21232,7112440,0
5085,processing,2024-07-05 13:27:00,visa,Isfahan,4041800,3453,20885,9891175,1
5086,success,2024-06-08 17:25:00,visa,Kashan,1321251,4435,10397,3049442,1
5087,processing,2024-01-25 13:31:00,virtual,Tabriz,930094,1124,18651,5059698,1
